,text,label
20991,"Soultaker was written by and starred Vivian Schilling. It also starred Joe Estevez, Gregg Thomsen, and Robert D'Zar as the Angel of Death.<br /><br />The story begins with introduction to Soultaker, played by Joe Estevez. We quickly learn what Soultaker's role will be in this movie.<br /><br />Next the college aged young people are getting ready for a summer festival, aptly named ""Summerfest"". In this film, the battle of the classes is omni-present throughout the film. The girls come from a wealthy class, and the guys come from roughly middle or lower class. The class roles seem to play a role in the film for some reason which isn't really clear or pertinent to the story.<br /><br />At Summerfest we learn more about the apparent class struggles of why Zach isn't encouraged to date Natalie. Soultaker makes an appearance as well, with apparently his boss the Angel of Death. Here D'Zar's character points out who is to die and who's souls are to be taken. It's revealed as well, that Soultaker will have a character conflict regarding Natalie, and how he deals with her because of someone in his past.<br /><br />Meanwhile Natalie is ditched by her ride to Summerfest, and Zach convinces her to ride home with them. During the ride home, Soultaker takes an active role causing them to wreck horribly at high speeds.<br /><br />The rest of the story surrounds the Soultaker collecting the souls of the dead passengers, and Zach and Natalie trying to outwit him to return to their bodies so they can continue to live. The class and character conflicts lay in the story, but are really never brought to the forefront or resolved.<br /><br />There's an attempt towards the end to drag out some of the drama, there's a lot of chasing and running which does tend to be really boring. It's not really acceptable, and it would've been nice had this been dealt with differently, somehow to maybe increase the drama but not bore the audience.<br /><br />The story and acting are decent. The soundtrack is OK, and even the production values are good.<br /><br />Robert D'Zar in his brief on screen appearances does a nice job as the Angel of Death. Joe Estevez does OK, however sometimes his role acting a bit flat. Vivian is pretty and does a decent job as Natalie, although perhaps over acting a bit in a few scenes.<br /><br />This may sound odd, but this movie definitely could've benefited from some pointless nudity. Vivian teases us a bit but that wasn't enough.<br /><br />In my opinion this was a pretty serious attempt at making a movie. The results, it's worth watching. Just don't expect a perfect production.<br /><br />3/10",0
25302,"Sacchi is the best Bogart impersonator ever... dry and droll as Sam Marlowe. The music from award winning composer George Duning [From Here To Eternity, Picnic, The World of Suzie Wong], the cinematography of perfect locations [including the famous Ambassador Hotel] are all right on target as famous tv director Robert Day [Kojak, Streets of San Francisco, The Avengers] guides the most endearing group of well-known character actors through a spoof of every dark detective film every made. See this if you loved all the old serious flicks and have a sense of humor... this one is a hoot.",1
184,"Version: Universal / Hong Kong Legends R4 DVD release. Cantonese / English subtitles<br /><br />Once upon a time, five years ago, the world was obsessed with 'The Matrix', and I was perhaps one of the few fifteen year olds left who still believed that 'Terminator' was better than 'Matrix'. I was but a simple teenage boy, looking for a good action movie, and then there was a shining light on a TV station I had never really watched, a little station known as SBS. One night I noticed in the TV guide that a movie starring Jackie Chan - 'Police Story' would be on later. Being fifteen, and having only seen 'Rumble in the Bronx' and 'Rush Hour', I said... ""WOW AWESOME"" and sat down to watch it, and continually shouted ""WOW AWESOME"" as the movie progressed. Two weeks later, after SBS had shown the 'Police Story' trilogy, I knew I had found my new favourite actor.<br /><br />Jackie plays Chan Ka Kui, a Hong Kong cop who busts a major drug-lord, Chu (Yuen Chor). Chu's secretary, Selina Fong (Brigitte Lin), is being held by the police as a witness against Chu, and Chan is assigned to protect her. Things go bad - reaaaal bad - when Chu's case is dismissed and he decides he wants Fong and Chan dead.<br /><br />'Police Story' is one of the greatest action movies ever, and certainly one of my favourite Jackie Chan films. It starts off strong, and ends with one of the most incredible action sequences ever filmed. Everything in between is great. However, some of the funny parts may seem a little tasteless to more than a few people...<br /><br />As a story, this is still one of Jackie's better efforts. For an action movie, the story is pretty good, and Jackie is a much better actor in this than he is in the acting & plot intensive 'New Police Story'. This isn't 'Miracles', but maybe that's a good thing.<br /><br />'Police Story' is one of Jackie's finest works. It got me hooked on Jackie Chan movies, and should provide a nice start for any potential Jackie fans. The bad news for anyone who sees this first is that Jackie Chan movies don't come much better - 10/10",1
33547,"Straight to the point: ""The Groove Tube"" is one of the most unfunny, unclever and downright horrible films ever made. This ""comedy"" is so void of anything remotely resembling a trace of wit that it's almost incomprehensible that it was even made. I said almost because there are fans of everything after all.<br /><br />This film isn't even ""good"" bad or ""enjoyable"" bad. To put this movie on the same level of entertainment as ""Plan 9"" or ""Robot Monster"" would be a crime to those films. Films like that you can actually watch and get a kick out of. But this film is SO bad, SO poorly made, acted and scripted and SO incredible stale, that there just isn't even a trace of ""camp"" or ""schlock"" to be found.<br /><br />Even though this was made before Saturday Night Live premiered, comparisons were probably inevitable. I'm not a big fan of SNL, but this film is worse than the worst SNL skit you can find. And man, that's BAD. Just to keep the men viewers from leaving, Shapiro throws in a pair of breasts every so often, but poorly-filmed breasts from 1974 aren't going to excite anyone these days. Truthfully this film is so poorly made and is such a sleep-inducing excursion, I doubt if they excited anyone in 1974 either.<br /><br />A man named Ken Shapiro made this film. I swear to God, any ten-year old with a video camera could have made something funnier and more clever. It's just downright unreal - this is truly an unbelievable film. The ""jokes"" and ""gags"" are so infantile that even little boys who like to sneak dad's porno mags out at night won't laugh.<br /><br />I will give this film one thing - the very last sequence, the ""dancing man"" sequence, where a guy (Shapiro) on the streets of NYC dances to a tune, is easily the best thing in this horrible film. Not that the ""dancing man"" sequence is that great either - it definitely has its moments of not being clever as Shapiro desperately tries to fill in the time for the entire song - but it actually was somewhat watchable. The part of this sequence where the cop starts dancing with the man is the one sole trace of cleverness in the entire film. No wonder Shapiro put this sequence last - again, while not so great itself, it easily beats anything else in this ""film.""<br /><br />Otherwise, this film is such a complete piece of crap, it's unfathomable as to how an actual human being can be so downright cleverless. The name of this film should have been ""Ken Shapiro's Craparama."" It's amazing that this was made, but many truly talented filmmakers can't get in. However, I will say that I bet the geniuses at NYU would love this movie. Total garbage.",0
26911,"Remember the good ol' animated batman show from the 90's? The one that people praised? The one that people of all ages could all appreciate? The one that showed batman as a real detective instead of the Hulk in a bat suit? The one that had villains you could relate to? The one that had villains with real motives?<br /><br />Well clearly, Warner Bros. doesn't. Hence this dreck.<br /><br />Honestly, do these people know anything about batman? Have they even looked at a batman comic before? Do they know Batman's meant to be a 'detective'? Putting together 2 clues does not make you a detective! That makes you a slightly intelligent monkey!<br /><br />This is the basic layout for an episode:<br /><br />Penguin steals something. 'Opening credits'. Batman finds dead giveaway of where he is. Batman goes there and get's into trouble. Commercial. Batman finds obvious/ stupid way out of it. Penguin escapes. Penguin does something obvious again. Batman follows. They do kung-fu (by the way everyone, and i mean EVERYONE know's kung-fu for some reason). Batman punch's penguin. he get's knocked out. goes to arkham. (Note: it's usually a different villain every episode)<br /><br />Well as you may have noticed from that, Batman's not a great detective. ""Joker left this piece of cotton candy on the ground, maybe he's at the old amusement park""! Yeah maybe, he was there the last 6 times.<br /><br />And I've already mentioned this but, EVERYONE KNOWS KUNG-FU! EVEN PENGUIN! what where they thinking? (probably because it's from the people who made that Jackie Chan animated series)<br /><br />What's really upsetting is that the show is just action. No smarts. None. If batman needs think, he'll use technology, then do some kung-fu.<br /><br />But hey, let's not forget the villains. Afterall, what would batman be without his rogues gallery?<br /><br />Well first off, I gotta say, kudos for originality. I don't think other batman media would have envisioned joker and a dread-locked monkey man, riddler like an emo, and poison ivy as a minor (which is kind of confusing when you think about, isn't her sexuality meant to be her main strength?)<br /><br />What's even more crap however is that, every character is now a 2-Dimensional, stereotypical crook.<br /><br />E.G.<br /><br />Killer Croc wants to flood Gotham for no reason.<br /><br />Man-Bat is a power hungry mad scientist who is obsessed with bats for some unexplained reason.<br /><br />Penguin just wants to steal everything. For no reason.<br /><br />noticing a pattern here?<br /><br />But the most insulting has got to be Mr Freeze.<br /><br />Do you remember the Emmy award winning 'Heart of Ice' episode from Batman: The Animated Series? The one that gave Mr Freeze motives for his crimes? The episode that was so good that it was used in the comics over his original back story (mad scientist)? The one that made him a victim, with a goal? Hell, even Batman & Robin acknowledged that, using that as Mr Freezes origin in that P.O.S. movie.<br /><br />Well this series says ""F#ck that"" and makes Mr Freeze a jewelry robber before his accident, with only wealth in his mind, then gets frozen and gives him the power to make things cold. He then continues to steal jewels for no reason, while saying sh!t lines like ""Have an ice day"".<br /><br />Maybe they did watch Batman &Robin after all.<br /><br />But hey, look on the bright side. This series makes you feel nothing for the villains so that means that you're a good person. Good for you.",0
31110,This film is a bad film but to gain any nutritional value from it I recommend watching it back to back with Rosemary's Baby.<br /><br />There is a lot to learn seeing how different directors can draw different performances from the same actors playing the same characters. Observe Minnie Castevet (Ruth Gordon) and the fine work she did in the first film vs the awful rendition in this film.<br /><br />It is also interesting to see how the same characters were played by different actors. Which leads me to wonder if anyone involved with the sequel were aware of the first film and did any of them watch Rosemary's Baby before making this?<br /><br />If your interest in films is purely superficial then you would best avoid this one. I have a lot more to say about this film but I really don't want to go there.,0
25677,"This film is one of my fondest childhood memories. Seeing the Muppets (at the height of their popularity) heading Hollywood, singing and dancing, with Miss Piggy googely-eying her beloved Kermit, Fozzie Bear doing his best as everyone's manager, and a generous cast of ""extras"" delivering a film that turned out to be ""okey dokey"".<br /><br />Kermit's melancholy ukulele number ""Rainbow Connection"" was nominated for an Oscar that year, but was beat out by Norma Rae's ""It Goes Like It Goes"". I'll pick Kermit's song any day! Get the kids and enjoy this timeless fantasy...someday they'll find it, the rainbow connections, the lovers, the dreamers and me!",1
18597,"'Dead Letter Office' is a low-budget film about a couple of employees of the Australian postal service, struggling to rebuild their damaged lives. Unfortunately, the acting is poor and the links between the characters' past misfortunes and present mindsets are clumsily and over-schematically represented. What's most disappointing of all, however, is the portrayal is life in the office of the film's title: there's no mechanisation whatsoever, and it's quite impossible to ascertain what any of the staff really do for a living. Granted, part of the plot is that the office is threatened with closure, but this sort of office surely closed in the 1930s, if it ever truly existed. It's a shame, as the film's overall tone is poignant and wry, and there's some promise in the scenario: but few of the details convince. Overall, it feels the work of someone who hasn't actually experienced much of real life; a student film, with a concept and an outline, but sadly little else.",0
8130,"This hard-hitting, often violent western in the Peckinpah/Leone tradition is surprisingly directed by Andrew V. McLaglen, whose previous westerns (particularly those that starred John Wayne) were mainly in the John Ford mode. It is both surprisingly traditional (good guys/bad guys) and incredible up-to-date as well.<br /><br />Heston portrays a former captain of the Arizona territorial police who has been in retirement for a year, having turned over the law enforcement reins to a reform-minded sheriff (Michael Parks) and finding his ways of enforcing the law being taken over by autos, telegraphs, telephones, and the railroad in the first years of the 20th century. But soon he is confronted with a menace from his past--a half-breed outlaw (Coburn) that he put away more than a decade before for a train robbery that killed four guards. In a subsequent shootout, Coburn's wife was killed; and so Coburn is out for a most nasty sort of revenge. It involves the kidnapping and, eventually, the rape of Heston's daughter (Hershey) by him and his gang. The result is a taut and violent pursuit through the mountains and deserts of southern Arizona.<br /><br />THE LAST HARD MEN, based on Brian Garfield's novel ""Gun Down"", is violent in many places, including the showdown between Heston and Coburn, and the rape scene involving Hershey and two members of Coburn's gang (Quade, Paull) is probably every bit as questionable as similar scenes in STRAW DOGS and DELIVERANCE. But that doesn't detract too terribly much from the film's psychological approach to the western genre. McLaglen is able to handle the bloody story with significant panache, and Heston's performance as an aging lawman was probably the best one he ever gave in any of his 1970s films. Coburn makes for an especially cold-blooded heavy, and both Parks and Chris Mitchum (as Hershey's intended husband) do good turns as well. The music here is cribbed from Jerry Goldsmith's scores to 100 RIFLES and the 1966 remake of STAGECOACH, but it still works here.<br /><br />Wisely filmed totally on location in southeastern Arizona, and utilizing the Old Tucson set, THE LAST HARD MEN needs to be released by Fox on VHS and/or DVD soon. It is a western that deserves nothing less.",1
34260,"I don't think I have ever seen a better movie parody. Mel Brooks is insane. EVERY time I watch it I find something new and it makes it even more funny than the time before. Cary Elwes is perfect for the role of Robin Hood. It has a great and unexpected ending that leaves you cracking up. Every character is great from Little John and Will to Maid Marian and Broomhilde. I laughed the whole way through and will never get tired of it. Watch it!!<br /><br />If you liked Cary Elwes in this Movie, you must definitely see The Princess Bride.",1
22775,"This film is quite boring. There are snippets of naked flesh tossed around in a lame attempt to keep the viewer awake but they don't succeed.<br /><br />The best thing about the movie is Lena Olin--she does a masterful job handling her character, but Day-Lewis garbles most of his lines.<br /><br />Kaufman clearly had no idea how to film this. The incongruities in bouncing between domestic household/marriage issues and political crises are badly matched. Character attitudes change without explanation throughout. Badly disjointed.",0
7565,"Directed by Jim Wynorski (Chopping Mall, Return of the Swamp Thing), Cheerleader Massacre is the fourth installment in the Slumber Party Massacre series. Just think about it: it's the fourth chapter of a slasher series that no one really cares about! So how could this even be good? Well, it's not! But since when did slasher films have to be good? Cheerleader Massacre is entertaining, that's for sure. But in the entertainment field, we've seen better, that's for sure too! As you can see, I'm not sure about where I stand concerning this movie. Those who watch slashers only for nudity will be more than satisfied. This movie's all boobs, but unfortunately no blood, or not enough. I think I'm being generous with this movie because I had a good time watching it and I really enjoy watching slasher movies, even as bad as they sometimes are. If you want me to be sincere, The Slumber Party Massacre Part 1 is the best one and all the others are a waste of time, so I guess I have a lot of time to waste!! For more fun, watch Sleepaway Camp 2 and Cheerleader Camp.",0
37126,"Unlike the previous poster, I liked the celluloid treatment. It looked good, and made the movie that much more enjoyable to watch. To me, it didn't detract at all from the power of the documentary's content. In fact, I felt the slickness of the look allowed me to just lose myself that much more in the content. The previous poster was fair to liken the style to a Nike commercial; it definitely has that look. But for my tastes, it worked really well (and I am far from a fan of Nike commercials).<br /><br />In my opinion, this is how documentary film-making should be done. I can't wait to see the next installments from these promising filmmakers.",1
29076,"We don't have this on television in England but I walked it over the Internet on YouTube. It's dumb, immature and boring! This is from the creator of ""Earthworm Jim"" Douglas TenNapel, I never got into that cartoon but I must admit it better than this. The cartoonist hasn't done anything for years since now. For Doug TenNapel, this is a comeback travesty and an all time low! The story is about three cats who inherit a house and lots of money off their dead old lady master. They are argumentative and keep on disagreeing on what their want to spend their money on. ""BORING""! The animation is dreadful. The main characters are meant to be cats, right? But they don't look nothing like cats! Just weird animal monster-looking creatures with big mouths, pointed teeth and bulgy eyes! The human and other animal characters are also drawn real ugly! The theme song is terrible and irritating! Also the stories are lame and are most probably copied from older shows. It surprised me how this show got 7.5/10 votes of other IMDb viewers. Television really isn't what is used to be! But now most of them is dumb, cheaply made and boring. Some of you on the website might not agree with me well I'm sorry but this is a total waste of money and a complete and utter waste of your time and feel glad that Britain don't have too tolerate this crap (oh yeah, if you have digital you have to) but I don't, so it not my problem! Loser! 2/10 (and it's very lucky to get that because I've given other shows worst!).",0
9864,I am truly beginning to believe that Seagal is on a mission to see how crappy his films could become.This particular movie was a complete and utter waste of time to see.My first complaint was the cover of the DVD where they have doctored his pic and made him look slimmer and younger when in the film he looks like crap.He has his big pot belly and double chin going for him and the most miserable and bored look on his face.<br /><br />The whole plot was ridiculous to begin with and drawn out way too long.The whole film was leading up to the finale where Seagal and his team had to take on a bunch of people under the influence of a top secret military chemical adrenaline enhancer.There was way too much useless dialogue and not to mention the ridiculous and constant dubbing of Seagals voice even in the middle of a statement.The dubbed voice sounded like a man with a frog in his throat and was quite comical.<br /><br />The fight scenes in the film were horrible.Half the time when Seagal fought you could not even see what was going on.There would be tight shots of him flapping his arms at the camera and then the person flying through a wall or something.It was reminiscent of the old Kung Fu series on television.They used way too much slow motion for the fight scenes.<br /><br />I believe this is Seagals worst film to date and I am glad I did not purchase this film or I would have been very upset since I am a huge fan of Seagal the Aikidoist.The action star is quickly fading away and seems to be getting worse with every performance.,0
2150,"My husband and I were intrigued by the spectacle - a strong willed Southern lady with a messy personal life solves crimes for the LAPD. The first season was must-see TV for us. Unfortunately, the stories of her personal life in the second season became so tedious and unworthy of the strong character that we stopped watching.<br /><br />My husband and I were troubled by the episode where she tries to hide from her mother the fact that she is shacked up. But the deal breaker was the episode where she hides her possible pregnancy from her boyfriend but tells her boss. Why would a strong, middle aged woman do those things? The answer is she wouldn't. Additionally, my husband and I pick out the bad guy with almost perfect accuracy. It is almost always a white male or female introduced in cameo at the murder scene or in an idealized family. Can't the script writers do something original from time to time? As I mentioned, we are no longer viewers. We prefer shows that don't betray the characters and insult our intelligence.",0
33855,"I don't know if it was the directors intent to make sure the sky was almost always sunny and beautiful in this film. Perhaps that is the romantic image many Americans have of the time this film is set, as it is in the middle of the War, Macy has returned from the war (His neighbor asks ""Hey, is it true you got a Fritz over there?"") and is trying to get on with his life but one day he gets a new pair of glasses (hence the name) and sees things clearly as the surrounding situation reveals itself to be one of rabid anti-semitism, and Macy and Dern could wrapped up in it. Funny how neither is Jewish in this film but the accusation is made. Also it is historically accurate, as the labor union Democrats of this time wrapped themselves in the flags of America and God. Macy is continually pestered to come to the ""meeting"". His presence brings unexpected results.<br /><br />Applying this time frame to today is a study in contrast. In 2005, has undergone a complete reversal, with average citizens who have taken patriotism and religion as their unifier supporting the Republican Party and viewing organized labor as part of left-wing 'unpatriotic' America.<br /><br />A great picture to watch, if you care to see the friendly, timid and meek Macy (played beautifully by him) get caught in the carnage of race and hate in the mid 40's in NYC.<br /><br />A tough, emotionally charged film.",1
32216,"Absolutely the most thoughtful, spiritually deep, intense Hamlet ever done -- no other version comes close. Jacobi has the best understanding of the role of all the actors that have played it. Patrick Stewart's Claudius is ferocious and still sympathetic -- I particularly like the two doofuses playing Rosencranz and Guildenstern. Very feckless and yet sinister. Some might gripe about the need for a strong Ophelia -- she's not a strong person, that's the point, and Lalla Ward hits the proper nuances. Amazing. Simply Amazing -- every one of the more than two dozen times I've watched it.",1
35888,"Two little girls strike a friendship. One tries to convince the other she's a witch. The other is a pushover who bends to the would be witch's will. On and on the movie drags with the pointless interaction between the two little girls, with many a dramatic cut away as they pose ""shocking"" questions. You know, the kind sweet little children shouldn't ask, such as, ""How do you make a deal with the devil""? Oooh... creepy.<br /><br />In the end, the pushover is sick of being controlled by her witchy friend. Her belief that her friend is a witch leads to a tragic end. But by the time it comes, you won't care in the least.<br /><br />I can imagine this film may have been frightening to a very religious 1960s Mexican moviegoer, but it doesn't even hold up as a charming relic. It merely drags on. It is boring. It is pointless. It is not to be watched.<br /><br />There are many here who have a lot of good things to say about it, based on their knowledge of the director's other works and, of course, that common denominator everyone says about pointless films: ""Ah, the cinematography is wonderful!"" Those reviewers probably have a point. But for the ones who found this movie with no prior knowledge, who don't care about its ""photography,"" its ""atmosphere"" or its...whatever else it has -- for these viewers, then, who just want a *good* movie that will entertain them for an hour and a half, do yourselves a favour, folks: <br /><br />Skip it.",0
7950,"Anyone who complains about Peter Jackson making movies too long should sit through this CBS ""event"". There's about 45 minutes of story padded by 2 hours of unnecessary subplots, featuring bland by-the-book TV drama clichÃ©s. Bad science is a staple for crappy weather disaster movies, so I'm not going to complain about that. Silly science can be fun to watch if it's executed in an amusing fashion. What kills this movie is it's 10 subplots... all of which could be excised without destroying what is supposed to be the central plot. The one character that is entertaining to watch in Category 6 is Tornado Tommy, despite being a very annoying stereotype.<br /><br />Note that I also didn't bother commenting on special effects. Their quality should come as no surprise.<br /><br />Not recommended.",0
34247,"The film listed here as having been made in 1980 is not the film which is available from Something Weird Video in their ""Driver's Ed Scare Films Vol. 5"". For one thing the 1980 version is in color. SWV has on this disc an earlier version (1972) of the film made in b&w for WLWT television Channel 5 in Cincinnati. Either way this film is notorious. However, unlike most other driver's ed films, this was intended for television broadcast and viewing by the general public. Thus the level of carnage has been ratcheted down. It's still a pretty grim exercise in exploitation of bloody death for a purported educational intent. I live in the Cincinnati area and I remember this thing being shown every year around prom time on Channel 5. If you're looking for one film that demonstrates the tone of this uniquely American film phenomenon, ""The Last Prom"" is pretty typical - morose, hyperbolic, extremely didactic, heavy on melodrama. Whether it really affected any teenager's driving at all is anyone's guess.",0
1473,"I challenge you to watch this film and deny the above statement. That is, IF you can stop looking at her practically flawless face. She also does a bit of fighting and a bit of shooting, but not nearly as much as I was hoping for. The film is extremely slow-moving and low-budgeted, though at least they tried to find an excuse for the spaceship being so underpopulated; nearly the entire crew is on ""suspended animation"", and the ship moves on auto pilot! And the heroine doesn't rescue any of them, or bring anything useful back ""home""; it seems that tricking that evil lady into traveling through space was the only part of her mission that couldn't be more easily accomplished by the missiles that blow up the ship at the end. There are also some long but rather tame soft-core scenes, and a couple of ""Alien""-rip-off monsters that kill about 2 people. *1/2 out of 4.",0
